review_id,user_id,business_id,stars,useful,funny,cool,text,date,Sentiment
pxfOFv5h3iNVFhVxd-YtzQ,YeRe5lcxOR5fFW-9DToMGQ,Y6heWJJ9AmEL58fZwgi9YQ,3,0,0,0,Pizza was ok. The main problem I had was that the staff wasn't wearing masks. Diners I can understand but food handlers should be masked.,01-04-2022 22:55,0
itPzuCnhtlaZHoOW-vlTsQ,6UGvHqtEWgOFvXcyEYR0xA,SbdL-8NSmTWgSwdGZBa7WQ,5,0,0,0,"There are many reasons to love this restaurant. First for me is they help and support other Tucson Originals ! They help them start out like they did with Rustico, another great place to eat. Second is the hand crafted food, in-house meats, house made dressings and sauces. Every single item I've had is outstanding. The salads are fresh and filling. I have to order the half because a large is more than one person can eat. 
I say give them a go and you won't be disappointed.",10-05-2020 22:57,1
WJZ6i6odmEjj7SSg_qRPcQ,Wy9jXZaj0t8aG4GDxs_xcQ,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"We treated ourselves to pizza after a long hike and the pizza here was definitely worth it. High quality ingredients and loved the crust. Also enjoyed the Nutella pizza. Our server, Josh (I think!) was authentic and very attentive. My only complaint is I did not see any Puglia pictures on the wall :) We definitely return when back In Tucson.",4/22/2021 20:52,1
8_ZUtHHUE8RCfoLQ0-aVoQ,KyH4mDAYATeMTPlcmCfqtw,KDC4yE8av8-A5TxgmjjUiw,5,0,0,0,The staff is great and very friendly. Pizza was delicious BLT was delicious tater tot's were bomb Diggity family plays competitors are all friendly definitely will be coming back!,01-12-2020 23:03,1
EoKrwZnG41AGldLUIxafHA,Ahy09DPXVIKGvN90Wf7tWg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,This place is a hidden gem up in the Catalina Foothills of Tucson. A must try if you're in the area.  The staff was very helpful and very encouraging and supportive in our ordering and pickup.  I really recommend this place.  Thank you AVA and XANDER for a GREAT PIZZA and superior CUSTOMER SERVICE.   Keep up the good work.,02-07-2021 19:24,1
ajuv8CKXV3SRf-NiAGTm3w,i6oC8VduWfmzcDCJMLIMjw,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"Best pizza in town. It's a simple as that. And great service. Try the grandma pizza, It's amazing",10/25/2021 23:19,1
AO2uoU0VdpRd8FeU_ee4ww,W-2vQFpRUjTTCUHL8maYOA,rd5OW7v_vqlh6vVoQdLEhQ,5,1,0,1,"Finally got around to ordering from them, and may I say, what took me so long? Oh my gosh. Absolutely delicious. I ordered the bass, the corn and the egg plant. My taste buds are dancing. I do hope they survive this terrible ordeal. I'll be ordering from them more often. Very simple online ordering and easy, clean pick up.  Staff is friendly and efficient. Let's keep this restaurant going!",4/23/2020 1:29,1
hSQOaJ7Lb19P-Y8XtrqfuA,1LBAxomu62ftgov6RhJWCg,SbdL-8NSmTWgSwdGZBa7WQ,5,0,0,0,"Their house made sausage is the best I've ever had in other pizza places in New York, New Jersey, and Chicago!!  
Their food is always fresh and delicious!  A winner in my book and the best pizza in Tucson-make that the state of Arizona.",5/24/2020 16:19,1
C4pwNiL6puA08pl5Xc4cuQ,9qhNpZdp3Y2Oh2wxO0kj8g,B10mqANgHvL8gBteo1UhAA,5,1,0,1,"This is great mom and pop Italian restaurant in the heart of tucson! 

Great music, great service, great price and authentic Italian food is what keep us coming back again and again year after year! 

Reasonable prices and the plates are more than enough to have leftovers for tomorrow's lunch, which taste even better, their home made garlic bread is also a popular choice from my kids.

They do have kids menus, yay! 

Date of visit 2/2020",07-08-2020 01:31,1
pALTo9Sdbq4n_A-IJkS-4Q,kfESxCLH9b010ul7_d6dcQ,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,This place was spot on incredible! On a whim I went here and it was wonderful because I only had to walk across the street because it's right there and after the first bite... I called them and told them that they hit a homerun and to thank everyone because I was extremely happy. That doesn't happen often,4/18/2021 6:17,1
KvYvs1NQS-pNCLvWA__R3w,3JBM5HqjYBGUiitiHfFecA,Y6heWJJ9AmEL58fZwgi9YQ,5,0,0,0,"We went to Ina road location. Initially, service was slow to get us started but bartender, Jullie  came to our table and got us going. Excellent service from then on! Classic combo pizza was spot on, all at our table raved about the pizza! We will make this spot a regular stop for us!",06-07-2020 17:16,1
MpdQ8H3VMzg-l_-GCLHT-A,y6FGca-5V2lP81bq1LjWkw,B10mqANgHvL8gBteo1UhAA,2,1,0,0,"I've been going there for 40 years and it's been my favorite.  Today, the marinara was way too spicy hot.  I couldn't finish the dish, every bite got hotter and hotter.  I know the trend today is to add ""heat"" to everything, but the old recipe was much better.",5/28/2021 23:32,0
Fin6jsYf6CjNCjMN6VYaeQ,A6f0Me0dfjUy1DPwGMvQDA,Ei5HBqe012ImhqEr2ZH2gg,4,0,0,0,Not bad. When I 1st seen my pizza I was disappointed because it looked burnt.  But after tasting it I liked their food,2/24/2020 2:10,1
ExUHttccOWqm-07NRRa7HA,a0JmV5udBOgLByNi8T5TaA,Y6heWJJ9AmEL58fZwgi9YQ,5,0,0,0,Delicious mango habanero wings! Best ever! Spicy but delicious! The staff was great and those wings were Yum!!!,6/26/2021 3:34,1
PjEtlYJUm3xhO8Xpr7I5bQ,pKDzuS2tABhP0-CR71ImkA,Y6heWJJ9AmEL58fZwgi9YQ,4,2,0,2,"I've been looking for a good reasonably price pizza since moving to Tucson and so I thought I'd try it as it had quite a few stars.  I took my order to go and they package the pizzas in a nice insulating box so by the time I got home my pizza was still hot. I had the vegetarian pizza the crust was thin and cooked just right the vegetables we're OK and the portion size was decent as well as the amount of cheese and tomato sauce.  The restaurant looked very clean and kept tidy!  it's a sports bar so one sections full of TVs and a bar, in the other section as you enter there are tables with only one television and you can also enjoy sitting outside on a nice day.  I will go there again,  I was pleased! however I just can't get over how much it cost to have a pizza nowadays... my pizza was over $20 by the time you pay the tax and tip.",10-11-2021 04:26,1
SPAj8gtyKAwqUdL5StZGpQ,Sr7g5DtOVT2SjLgDOBPmMw,Y6heWJJ9AmEL58fZwgi9YQ,5,0,0,0,"I want to start out by saying this restaurant including the bathroom was very clean. The cleanest place we've been to in a while. The waitress/bartender was great! Super friendly and did a wonderful job. Everything we ordered was really good. The only suggestion would be that our pizza could have had a little more sauce but not that big of a deal. We enjoyed our food, service and the cleanliness of our surroundings!",7/25/2021 5:59,1
RPZNzhMU5eVuWXYGUBijHg,p6c6VRP1uOu1KGBFoM4NOg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"Best tasting pizza and crust in Tucson!  Don't go on Mondays as they are slammed.
Many options available!",11-02-2021 21:04,1
ANu-rvj_SfvvgXfavg5ETQ,3Kq50OCoY2Pb7aM2iEDcGw,lS1dmSXpAtQqT04eRm9kiA,1,1,0,0,"Terrible service, rude staff, and bad food. Frog & Firkin is right next door, and they're good people as well as better food.",09-01-2021 03:29,0
YRs2RteOjbVE7890ZpmhDw,-6ULgMBfzqbgOPcE5PrRWQ,lS1dmSXpAtQqT04eRm9kiA,5,1,0,0,"No chovies is a go to for U of A students to grab a quality slice of pizza! They have super fun and exotic slices, highly recommend!",5/18/2021 22:07,1
rfGjSuyKWghBr9JbVK24IA,v36RNXZb6QehuQ4s1P4PFQ,SbdL-8NSmTWgSwdGZBa7WQ,5,0,0,0,"My kids and I love Fresco. Pizza, bread, pasta, salad, wings, and drinks. We love it all! We also appreciate the meatless and dairy-free options. I never order pizza from anywhere else since I moved into Fresco's delivery area a year ago. The great customer service is also very much appreciated. Thank you for your commitment to quality food, and to our community.",6/29/2021 2:25,1
NOO2qeUMmw2A4aPege1XUg,FL6oywdci9yDuZTLM0kSEw,Ei5HBqe012ImhqEr2ZH2gg,3,0,0,0,Hit or miss. Only order from there when the owner guy is working.  Otherwise there are sloppy kids making sloppy pizzas.,10-10-2021 17:29,0
4axNu6m6qWJnMKGUZQBKHg,7oMb8Wr8ZJFlJqlGG6sWIg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"We order a caprese salad, a prosciutto & aragula pizza (13'') and a huge margarita pizza (21"") to go. Caprese sale was excellent with a great seasoning. The pizza dough is excellent and the wood fire oven makes it taste very well. The Parma ham, aragula and Parmesan in the pizza were generous and very good. One of the best pizza I ate in the US and prices were reasonable.",6/26/2020 17:20,1
hT7HY06Q0eieCa2yX5UHtw,dOOotB3OFoJPYQJ2lD-hfw,lS1dmSXpAtQqT04eRm9kiA,1,1,0,0,Sticky stick tables and staff is beyond unhelpful.  This place is loosing and it's starting to show as most restaurants in the area were packed and you saw empty tables at no anchovies.,7/19/2021 10:20,0
wEo9BGZ4ddneyG09k83fqQ,6UGvHqtEWgOFvXcyEYR0xA,SbdL-8NSmTWgSwdGZBa7WQ,5,0,0,0,Love these guys ! From scratch food all the time. They also help the other independently owned restaurants in Tucson !! This is a must stop for house made food !,02-09-2021 19:42,1
LnaxIePtP2KTucdY7AWITw,8I4qMXxTjv26n5K7ileZPQ,J1duow_JpO47UuqnrY_LaA,1,0,0,0,The service at this location is AWFUL!!!! Ordered my pizza online at 7:30 and the time it said it would be prepared was 7:54-7:59. I walked in at 8pm and they hand me my pizza and soda and tell me it will only be a minute for my breadsticks so I patiently wait. 13 mins go by and I watch them hand bread sticks to someone else and they walk out so I wait some more. I finally said to the guy at the front hey where's my stuff and he goes what are you waiting for? ARE YOU SERIOUS!?!? He is the one who told me to wait for them!!! He opens the door and hands me them and now my pizza is cold. I called to complain to the manager on duty and she gives me some sorry excuse about someone else having to do the breadsticks when I was standing there watching her do it. Why lie!? This location is the worst I've been to by far.,7/28/2021 3:20,0
3Ck24l0cnM-6UWYtevPaNg,TC0Ar2jMI22tBr0UP3hnqw,Y6heWJJ9AmEL58fZwgi9YQ,5,0,0,0,"First tried Rosati's in Lake Havasu then tried the Ina location. Both restaurants are wonderful! Good, fresh, authentic Italian food! We drove from Sahuarita to pick up dinner and it was definitely worth the trip and money. The staff is very professional and made sure our order was perfect! The pizza gets an A+! Don't miss the meatballs they are some of the best!",08-12-2020 00:55,1
WBYH6qIzID65iX1T4fbWzA,_y4ZgRWfbbbbj9NxcaxsKw,B10mqANgHvL8gBteo1UhAA,5,0,0,0,"Food is SO good. It's classic Italian, and the atmosphere is really beautiful as well. An all around great restaurant!",1/19/2021 4:19,1
4xK6e90jlWaee9YNX0pRUg,8bNBbCSowvSv-qS96HTrFw,B10mqANgHvL8gBteo1UhAA,2,0,0,0,"Was visiting Tucson and saw this restaurant while I was walking down 4th. My friends and I decided to stop in and try it. The wait wasn't too bad and the staff was nice enough ! My poor review is mostly in regard to the food.  There's no nice way to say it but nothing we got was very good at all. We decided to get an order of the half and half pasta with Caruso sauce, Caruso spectacular pizza, and the anti pasta. The spaghetti and ravioli were not good. There was barely any sauce. Just kind of tasted like watery dining hall spaghetti. The pizza was also not good - definitely not ""spectacular"". The sauce tasted very salty. I can usually devour a whole large pizza by myself. With this pizza I only ate one piece and called it quits. No one In my party liked anything we got. I suggest skipping this one. Location and staff are nice, but the food is just not good at all.",11/15/2020 16:08,0
Lx_3qFOesONNmdNJlortEQ,gQbgjRBpDfEdxv6-NvWPYw,SbdL-8NSmTWgSwdGZBa7WQ,5,0,0,0,"This business is doing their best regarding COVID; despite Pima County Health Departments bureaucratic rules that businesses have to suffer for. The owner, who I happened to meet through a customer service experience is doing his best under the circumstances. I'm not a believer in wearing a mask or hurting our economic status bowing to fear. I learned the hard way that you cannot eat inside; but the food here is great and they currently offer take out.",1/24/2021 2:01,1
vDp1i94SZ-7iF14ebTB_iw,FVrBnkrkAdSEhxky08f2Sg,Ei5HBqe012ImhqEr2ZH2gg,5,2,0,2,"This place was absolutely outstanding. Was staying near the Catalina foothills on a staycation over the holidays. We're looking for a nice little spot to grab a bite to eat and stumbled on to this amazing pizza restaurant based on yelp reviews. Let me say it did not disappoint. The service was friendly and the pizza was absolutely delicious. Well the pizza looked large, the crust was thin and chewy. And it was generously topped with plenty of delicious toppings. Both myself and guess we absolutely amazed at this outstanding find. I only wish it wasn't so far from my home. But if I'm ever back in the area this will definitely be on the shortlist to return. It's absolutely a must try try.",1/18/2021 20:33,1
Bz2znqgYntmShmDcyXCZ6A,GlzqKgsGiPOia2chSOGVVw,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,Absolutely love Fiamme! It is a little hole in the wall but some of the best true Italian pizza I have had! Their lunch special is amazing and the staff are super friendly.,08-12-2021 18:35,1
Qb4eRjnixmRsmgnvr1A54A,ZUjtrujFUynsLY7lHc2zow,rd5OW7v_vqlh6vVoQdLEhQ,3,1,0,0,"Tried a mid-week visit last week.  Called to ensure indoor seating was available and distancing, etc., was taking place.  I called around 11am and at first the call just rang and rang.  I gave up and waited a few minutes and called again. This time someone picked up... but there was no greeting.  I could hear a worker talking to a customer - sounded like they were cashing out - so I waited until the transaction was over... but then the worker walked away.  I waited for several minutes and then finally hung up.  I waited a few more minutes and called back again.  Someone picked up the phone and instantly hung up.  Thinking it was a grip slip or mistake.  I called back... twice more, each time someone picked up my call but hung up without any greeting.  We decided to try another venue :-/",1/13/2021 2:45,1
lc9mwYqdPDewfD75pm_Jbg,uoksucm3BI_Q2rOF7_x-vA,B10mqANgHvL8gBteo1UhAA,1,0,0,0,Food was pretty terrible and not seasoned it was just bad we had marinara pasta and an app. Disappointing,9/19/2021 0:32,0
XjudifP2B-FKDMqduGm9Vw,C751ySoee0t3JHAN5YKjfg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,Fantastic pizza how it's supposed to be made. Owner clearly cares about his customers and what he's serving. I'm an authentic Italian pizza snob and this is the only place in the southwest that reminds me of the real thing. Excellent chewy and crunchy crust. Small indoor seating with cozy feel despite being in a plaza. We will be back and we will share the recommendation.,7/16/2021 1:54,1
Q9wowbwKkDlx2_d6-EcXSw,E9ihe3g7fOMmBSl7Bwvm4A,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"Fantastic pizza. Best in town. And the owner is amazing. I've never eaten in but I do get takeout frequently. The gluten free crust is also one of the best I've ever tried. Give it a shot on Margherita Mondays, you won't regret it.",10/26/2020 17:30,1
ymh9Zy0fktNBIjJvVTsXiw,r704w0Qy1YPdKVi7YxUSJw,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"Pepperoni pizza was delicious. Love the crust, sauce and cheese. They could have cut the pizza a little better, especially the prosciutto arugula pie. Would definitely go back again.",01-02-2020 02:31,1
-39T9a-lvN6Gj3i-2SV74A,LWDJ2lqbAdqT88oUCsG4fA,lS1dmSXpAtQqT04eRm9kiA,2,0,0,0,Mediocre at best. Nothing great about the foods but probably a great place to watch sports,3/14/2020 1:57,0
mxmGjneoyZccuEsfBfI3hg,7O9O-dxqdg1lSsZtftbDNQ,B10mqANgHvL8gBteo1UhAA,1,0,0,0,I suppose all experiences are different. I took my Mom for lunch for her birthday and it was awful. Ravioli with Mushroom Sauce was a RED SAUCE with Mushrooms. Not a stuffed Ravioli with Mushrooms & a Creamy Mushroom Sauce. The Olive Garden has a PHENOMENAL Mushroom Stuffed Ravioli with a REAL Creamy Mushroom Sauce. My Husband had a pizza and the crust tasted like it was a frozen pizza. Gross. Mom had Chicken Tettrazzini that I wasn't great either. All in all....had to pay to park blocks away-walk through multiple homeless people with animals asking for money for food that I could have gotten better a The Olive Garden. Mama Louisa's is the real deal. Caruso's day is over. Sorry. NO GOOD.,2/24/2020 17:50,0
jIK3Omd-LkKToDdyGGVemQ,6NIqYNyi8WM9a7CXAB4Vyw,lS1dmSXpAtQqT04eRm9kiA,5,0,0,0,"Bout it, 'bout it ! My girlfriend put that but do really enjoy this place. I'd give it a 6th star if Yelp was cooler.",04-02-2021 04:37,1
aCWc8m7piAblsaxJZ1uBzQ,O5oZ9dqu4y9jDu1XPWYWcg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,Scott's the man! Pizza is the bomb.com. The calzones are next level. Who doesn't like the old school wood burning oven? Check it out!,6/18/2021 1:18,1
-9o0Wvp6dMLVwSznYN6I2A,Ccl1KMftZCiPj96qT7N5ow,QdQpt47Xg6GXZfJm-Kaebw,1,0,0,0,"I ordered online a vegetarian pizza with gluten free crust, to be delivered.  It was the worst pizza I ever tried to eat.  The crust was burned, it only came in small (thank goodness for that because it was awful).  It cost me $19.99 plus a $5 tip.  It had almost no veggies on it - some chili and a wedge of tomato was about it.  I don't understand how someone in business could send that pizza out the door and expect to survive as a restaurant.  $25 for a small, vegetable sparse pizza, almost no cheese.  This was very disappointing food.",02-11-2020 17:10,0
SF9lu_X9J5la8LWHIDc8PQ,ycGcLeKRN23BPRosM9ui0w,Bb5YSi_C9p4Sp6eD4ZCSVQ,2,0,0,0,So I ordered from this place 3 time. The first 2 times just amazing. The calzones were to die for and makes you want to just keep eating more. There antipasta is just as good. But when I saw it I couldn't understand why it was called antipasta. Lol they last time I ordered my calzone from here it tasted weird. We called and come to find out they changes the ricotta vendor. Hmm not a good move it tasted like the ricotta went south of the boarder. When she check the dates for us on that cheese she said everything was upto date so. I woke up the next day with belly pain. They can keep that new ricotta I'll go back to dominios pizza.,8/25/2021 4:17,0
eNzaefod5QJq1Ax3L0BiVw,f2S_7RqzSyozviwe7HvzRg,B10mqANgHvL8gBteo1UhAA,4,1,0,1,"Great atmosphere, awesome food and noteworthy service.  The eggplant parmigiana was well done the tomato sauce had small chunks of tomato very tasty.   Same as the chicken parmigiana.  The meat lasagna was the second best dish the meat and cheese portions were perfect.  The meat was  spiced very well. Only had two bites and then the ""Dad do you want this leftovers"" but I probably would order this dish next time.  The star of the table was definitely the caruso special in the white garlic mushroom sauce.  That was an explosion of flavor on the pallet.  There was a never ending basket of buttery garlic bread toasted nicely.  Drink glasses didn't stay empty long. Great value for the location, parking a bit tricky but that is expected on 4th Ave.  I say it's worth the trip down town.",02-07-2020 02:43,1
VJUtfQOyHl4JtBGGYu7Yaw,b487qXFSzqqMFBj7ug5W1w,B10mqANgHvL8gBteo1UhAA,1,2,0,0,"This place is not very good. The meal took forever. The server never (Lindsey) never checked to see if we needed anything. She was rushed and not very friendly. My husband didn't finish his meal,because it really was not any good. The garlic bread is a joke. Stale ends of french bread,greasy UGH! Wine selection? Haha. The worst wines !I find it hard to believe an Italian restaurant would have such a poor selection of reds.",1/21/2020 16:39,0
rxUbvHs9g4TupiGfncOeXw,qRD-z07hUE4Z5v2v_MFbHg,B10mqANgHvL8gBteo1UhAA,5,0,0,0,"Came to Tucson from Phoenix,
to take care of a customer.  Decided to stay for a late lunch early dinner.  So glad we did!  
We had the Anti-pasta Salad to start, was so good and fresh. 
Hubby had the Lasagna al Forna, loved it.  
I had the Spinach and Cheese Cannoli, was absolutely amazing!
The restaurant is darling, gives you the feeling of being in someone's home.  
Last but not least, our waitress was so friendly, attentive and had great suggestions. 
Will absolutely recommend to anyone going to Tucson wanting a fabulous, not over priced great tasting dinner.",7/19/2021 2:37,1
OH04RNO5qF7gmcHsfQNF1g,S2yp8AV_H1o2fOag0vPA8Q,Ei5HBqe012ImhqEr2ZH2gg,5,1,0,1,"In my opinion. This is the best pizza in Tucson.  We've had this pizza multiple times and love it each time!  This pizza should be eaten indoor Dining to get the real experience.  The dining room is small but totally worth it.  

We will definitely be back unless we find a better pizza place.",08-01-2021 23:15,1
zenpjE5j5NIL6yJwWQURiQ,VvwQXfET7dSKLQydt24UTg,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"Pizza is my favorite food in general, so I eat it often. The pizza at this restaurant is one of the best I've eaten! The crust is thin and cooked in a brick oven. The ingredients are high quality. The grandma sauce is really good and the creamy ricotta topping adds something unique. They have a small dine-in space that is open. I will definitely be back!",5/15/2021 20:09,1
lHccIBBQhUsSLIyHSRraDQ,o37bggK_SoP9l8hZxrnemQ,lS1dmSXpAtQqT04eRm9kiA,5,0,0,0,"No anchovies
Eric, Alexis, Lucas, you all make this place, we had a blast! Your carnivore pizza was to die for, it was hard to eat my supreme after that piece.
We had to stop there and reminisce on the fun times we used to have there, such fond memories of parent weekend, going there, and our daughters boyfriend used to be a DJ there ( Juke ). It's truly sad to see the whole upstairs was totally close down, I am glad that we got to party there when it was so lively.
I WOULD recommend.  Eat the pizza!",4/15/2021 4:25,1
RnL09Q7SPSdBkVAQ4PgrKQ,rUDwFDTVLSglkrLOLbjCIA,B10mqANgHvL8gBteo1UhAA,5,1,0,1,"Great old school Italian place in DT Tucson. We had about a 45 minute wait which was fine. The prices are so reasonable! 

The food was great, not the best Italian we've had but everyone in our group was very pleased. I loved the Italian style salad ($5.25) which had rotelle pasta (twisty) with garbanzo beans amongst the usual salad ingredients. Just perfect with great italian dressing salad. Lasagna al forno with Chicken parmesan ($16.25) was great. The lasagna had a nice toast to the cheese on top which I love. Chicken Tetrazzini ($14.00) was good but my wife wasn't crazy about the peas that are in the sauce. I will say we have a favorite at another restaurant in Orange County (Lupos), CA that is hard to beat. 

Service was excellent and the large outdoor seating (patio area) was very nice with a fountain! LOL. 

You can't go wrong with this family owned staple in Tuscon. I highly recommend it!",3/22/2021 0:44,1
Fs7ZAR11ELjbktM8RnaBtw,e8wB-demcTh3RnjkP105pQ,rd5OW7v_vqlh6vVoQdLEhQ,5,1,0,1,"I used to work for Daniel in college at his pizzeria and know firsthand the immense passion, dedication, and expertise he has for his restaurants - and it shows. Everything he does is top of the line. Posto Santo is no exception. I went here today for the first time and was BLOWN AWAY. So I like to follow a vegan diet and initially based on the website I was under the impression there were only a few vegan items as the ""vegan"" tag was only next to specific things. However the girl at the counter informed me that there are also two pizzas that can be made vegan - the tomato and basil one, and the mushroom one (I think this should be made more clear on the site and paper menu... there's the word ""veggie"" next to it but one would assume that just means vegetarian and doesn't imply it can be made vegan). Holy hell - this was one of the best meals I've had in a long time (and it came out lightening fast by the way). I got the veganized form of the funghi pizza and it was probably one of the best if not the best vegan item at a restaurant I've ever eaten. The creaminess of the vegan cheese, the earthiness of the mushrooms and the crispy, chewy crust was to die for. I also got a side of the vegan kale slaw. WTF - it was SO FREAKING GOOD! So good that I am literally thinking of going back and picking my husband up some food right now...",10/13/2020 23:25,1
YMHAp_DtIfGdU4KdWZlxNg,eoPISt_BWMPn88CSs3Gs8g,Ei5HBqe012ImhqEr2ZH2gg,5,2,0,2,"Scott and the team at Fiamme he makes the best pizza anywhere in Tucson. Hands-down. Top quality reasonable prices,welcoming, it's just the best. And on top of that he's the Italian national champion twice and voted the best pizza in Tucson. It doesn't get any better than that.
Ron",04-05-2020 21:43,1
izR3yjwsX3hFXqRqi2LZwQ,S0iaEPqc21iB_HfHNsJpxQ,rd5OW7v_vqlh6vVoQdLEhQ,5,1,0,0,"This place has incredible food at great prices. Unfortunately they opened right when COVID-19 hit Tucson, so a lot of folks might not be familiar with this wonderful new addition to the Foothills food scene. We had the shrimp, risotto, and brussel sprout side dishes. All were perfectly prepared and exceptionally reasonable in price. We waited eagerly for Posto Sano to open and we can honestly say it was worth waiting for. We plan to make it one of our go-to places for carry-in and informal outdoor patio dining. Highly recommended.",06-12-2020 04:58,1
liRizmA0SPHuKXFJAT-74w,AUX8lphqZY4T6NXr2hrCLA,B10mqANgHvL8gBteo1UhAA,4,1,0,3,"Carusos is the OG of Italian food in Tucson, tucked away on 4th ave. I've always enjoyed their garlic bread and delicious garlic infused red sauce. This is a hidden gem in covid for those looking for outdoor seating! Expansive patio under old citrus and pomegranate trees will almost make you forget where you are.",02-01-2021 02:06,1
MAxrutM6r5oiF8FTyQ7AEA,B23UylVS2lgqe5SKOxruMg,B10mqANgHvL8gBteo1UhAA,2,1,0,0,"What happened to Caruso?  It has been my favorite Italian restaurant for many years, however the quality of the Pizza they serve has changed.  We live in Green Valley and when we were in town on Wednesday we decided to order a large pizza (cost  ...$25.00 ). When we arrived home and opened the box, we found the pizza was burned on the top, slightly brown on the bottom, and the dough between the bottom crust and the cheese on top was uncooked.  Due to the high cost of the product, I think the customer deserves a good pizza.   We will not order there again.",1/23/2021 21:38,0
9wcucLdU8IpsjrCmQOoIKA,sB-YuHCOztnteEl1cgT19w,Y6heWJJ9AmEL58fZwgi9YQ,5,0,0,0,"I loved coming here for Sunday football, cheap drinks and delicious wings and pizza. Definitely will continue coming for a chill sports bar environment!",10/16/2020 20:09,1
PlNcoxqITVQvV5LvguJrDA,9leRUv4_XFUuGyevKJKA-Q,Ei5HBqe012ImhqEr2ZH2gg,4,1,0,0,"I like Neapolitan pizza. So that's #1.  

Fiamme is now take-away only. I walked in, and as a new customer they did a great job of orienting me to the menu options. I ordered the vegetarian and it was delivered to my car in almost the exact time they quoted. Thanks for that. 

Thoroughly enjoyed the pie, the fresh topping, and the crust. looking forward to my next visit.",2/16/2021 3:49,1
fYJwMKQP5gHjoNJ-LYflIA,zKCiZUKAO52vK3yNh15SAA,Ei5HBqe012ImhqEr2ZH2gg,5,4,0,2,"I've really missed neopolitan-style pizza, ever since Grimaldi's left Tucson.

Thank goodness for Fiamme!  Today was our first visit. Fiamme is our new favorite restaurant in Tucson!

Everything was ULTRA CERTIFIED!!!  The dough, the San Marzano tomato sauce, whole milk mozzarella, ricotta, basil, and spicy pepperoni. All AMAZING!
The caprese salad was extremely fresh and flavorful. 

The have Daily Specials and Lunch Specials as well. 

Highly recommended!",5/26/2020 21:35,1
xiYR_p_Qrm3v7KH_PM4b7g,GnSUF0mWcLVrSXhgqVp7yQ,B10mqANgHvL8gBteo1UhAA,4,1,0,0,"This is our go-to Italian Restaurant. Food is always great!  I see they're offering takeout, we'll have to partake :)",4/27/2020 18:49,1
ArvmVZl3Qm_Ac2pbdttEiA,0rgvWqmudNu2bQp20_8mkg,Y6heWJJ9AmEL58fZwgi9YQ,1,2,1,0,"This place has great pizza especially the sauce.  However, I will not be returning because throughout the pandemic they ignored covid regulations.  No one wore a mask either at all, or wore it below their nose rendering it ineffective.  They had the restaurant jam packed body to body and were advertising football watching parties during the height of covid when I went in to make a pickup.  Also, they are not cool with gay people.  Staff treated my partner and I poorly as did every patron at the place.  It's a redneck establishment.  It's too bad because they have good food.",06-03-2021 14:15,0
aYf7jcs4HvFDbZN_e-6xOg,kTW3crpb2wFigP2nPeWyaw,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,"One of the best I ever had, cross states, countries.  Margarita, vegetarian and prosciutto and arugula. 
Amazing! And the most amazing service!",03-04-2021 03:00,1
R3hwMuisoplpLbJ6fEcp7A,KinmWZO9WRlbJtRxb6pEmw,rd5OW7v_vqlh6vVoQdLEhQ,5,2,1,1,"We just ordered takeout..it was fabulous which is no surprise when Danny Scordato is involved.
Please frequent this lovely new restaurant. It is very easy to order on line.
Yvette Villamana",3/25/2020 23:51,1
YVl5ZWsFC5NLQ88NqBTgGA,M6i52lGdMjlV0ndU_J2e0w,SbdL-8NSmTWgSwdGZBa7WQ,5,0,0,0,"Delicious pizza, variety of options, friendly staff, locally owned and free delivery! What's not to like.",6/18/2021 17:00,1
KJt6myjRu0uIoQfm0B7cIA,PCotCZMx0roMMUs9XI8RCw,B10mqANgHvL8gBteo1UhAA,2,0,0,0,"Went down here for the first time on a Friday night. Their hours said they closed at 10, they closed at 9:00. But our waitress didn't say anything about closing so when we went to order beers she said she couldn't serve alcohol after closing. Then one of our friends food, the spice level was too hot. She wouldn't help do anything about it. No comping it, no apologies, didn't offer for anything else. Just kind of shrugged it off. The food is overly priced for what you get. Sad to say we won't be back.",10/30/2021 18:46,0
dvAMAq5cvm7DB6p5kUbHnw,c2fb3LG7TPEShc91Mz9LRg,lS1dmSXpAtQqT04eRm9kiA,5,3,0,0,"The place never fails to deliver. During this troubling time, it's great to know that 'chovies is still there, still providing great food and great service. Still some of the best (xtra-xtra crispy) buffalo wings in town...the the pizza is not only tasty, but unique in offerings. Definitely support them and head on down for some takeout during this health crisis (or ask 'em to deliver).",3/19/2020 19:37,1
